epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,67.8652,0.86625,0.85714,0.98116,0.46617,8.27957e-05,8.27957e-05,8.27957e-05
2,120.15,0.87958,0.84772,0.97645,0.4885,0.000157906,0.000157906,0.000157906
